ID,YEAR,d15N,d13C,d2H,d18O,ZONE,Sex,Latitude,Longitude,Delete2
1261,2005,18.2,-15.2,-79.8501229,8.45171371,DS,1,61.69,-65.1267,0
1262,2005,18.3,-15.2,NA,NA,DS,1,61.68,-65.3408,0
1263,2005,17.8,-15.2,-77.1955,7.9725,FB,1,62.08,-67.2538,0
1264,1992,19.8,-15.2,-97.7858,9.1232,LS,0,71.12,-88.35,0
1265,2005,18.4,-15.1,-77.0235,8.7974,DS,0,59.86,-65.1318,0
1266,2005,18.9,-15,-58.926,11.704,DS,0,62.51,-64.5053,0
1267,2005,19.3,-15,NA,NA,DS,1,62.73,-65.7247,0
1268,1992,19.7,-15,-102.49284,4.941776,LS,0,75.68,-81.117,0
1269,2005,17.8,-14.9,-75.0212,9.1346,DS,0,60.46,-67.8492,0
1270,2005,17.9,-14.9,NA,NA,DS,1,61.7,-65.3,0
1271,2005,18.4,-14.9,-66.6813504,9.125237361,DS,0,61.36,-64.759,0
1272,2005,18.9,-14.9,NA,NA,DS,0,62.73,-65.7247,0
1273,2008,19.3,-14.9,-82,NA,FB,1,65.34,-76.4158,0
1274,2008,19.3,-14.9,-81.7,NA,FB,1,68.15,-74.3686,0
1275,2008,19.6,-14.9,-78,NA,FB,1,65.37,-76.503,0
1276,2008,19.9,-14.9,-79.4,NA,FB,0,65.37,-76.503,0
1277,2005,17.7,-14.8,-67.7643,8.9922,DS,0,60.46,-67.8492,0
1278,2005,18.1,-14.8,-76.6578,9.1241,FB,0,62.08,-67.2538,0
1279,2005,18.2,-14.8,-74.7718,9.6201,FB,0,62.05,-67.115,0
1280,1992,19.8,-14.8,-99.88,6.85,LS,0,71.12,-88.35,0
1281,2005,18,-14.7,-75.1358,10.0053,DS,0,62.04,-66.9355,0
1282,2005,18.2,-14.7,-70.94,9.9641,DS,0,59.86,-65.1318,0
1283,2005,18.5,-14.7,-70.0524,9.0795,DS,1,59.61,-63.9653,0
1284,2008,19.4,-14.7,-8.8,NA,FB,1,70.15,-74.3686,1
1285,2005,17.7,-14.6,NA,NA,DS,1,61.8,-65.918,0
1286,2005,18.4,-14.6,-74.0097,9.04,FB,0,62.05,-67.115,0
1287,2005,18.1,-14.5,-75.9115,9.5391,DS,1,62.04,-66.9355,0
1288,2005,18.1,-14.3,-71.47,9.263,DS,1,59.86,-64.2067,0
1289,2005,18.4,-14.3,-66.46,9.024,DS,0,59.86,-64.2067,0
1290,1993,NA,NA,-62.63,10.27,BB,0,68.9,-67.917,0
1291,2005,NA,NA,-64.5,9.5,WH,0,58,-93.6,0
1292,2006,17.8,-17.4,-76,7.8,WH,1,57.6,-93.6,0
1293,2005,19.3,-17.1,-69.6,8,WH,0,59.2,-94.7,0
1294,1997,17.6,-16,-58.12,10.42,BB,1,69.15,-66.785,0
